
Type	Value	pF	Accuracy	Voltage Rating
Film Capacitor	1.5 uF	1500000	5% (J)	375V
Film Capacitor	1.5 uF	1500000	5% (J)	400V
Film Capacitor	1.5 uF	1500000	5% (J)	450V
Film Capacitor	1.5 uF	1500000	5% (J)	630V
Film Capacitor	1.8 uF	1800000	5% (J)	16V
Film Capacitor	1.8 uF	1800000	5% (J)	25V
Film Capacitor	1.8 uF	1800000	5% (J)	50V
Film Capacitor	1.8 uF	1800000	5% (J)	63V
Film Capacitor	1.8 uF	1800000	5% (J)	90V
Film Capacitor	1.8 uF	1800000	5% (J)	100V
Film Capacitor	1.8 uF	1800000	5% (J)	110V
Film Capacitor	1.8 uF	1800000	5% (J)	125V
Film Capacitor	1.8 uF	1800000	5% (J)	250V
Film Capacitor	1.8 uF	1800000	5% (J)	275V
Film Capacitor	1.8 uF	1800000	5% (J)	375V
Film Capacitor	1.8 uF	1800000	5% (J)	400V
Film Capacitor	1.8 uF	1800000	5% (J)	450V
Film Capacitor	1.8 uF	1800000	5% (J)	630V
Film Capacitor	2.2 uF	2200000	5% (J)	16V
Film Capacitor	2.2 uF	2200000	5% (J)	25V
Film Capacitor	2.2 uF	2200000	5% (J)	50V
Film Capacitor	2.2 uF	2200000	5% (J)	63V
Film Capacitor	2.2 uF	2200000	5% (J)	90V
Film Capacitor	2.2 uF	2200000	5% (J)	100V
Film Capacitor	2.2 uF	2200000	5% (J)	110V
Film Capacitor	2.2 uF	2200000	5% (J)	125V
Film Capacitor	2.2 uF	2200000	5% (J)	250V
Film Capacitor	2.2 uF	2200000	5% (J)	275V
Film Capacitor	2.2 uF	2200000	5% (J)	375V
Film Capacitor	2.2 uF	2200000	5% (J)	400V
Film Capacitor	2.2 uF	2200000	5% (J)	450V
Film Capacitor	2.2 uF	2200000	5% (J)	630V
Film Capacitor	2.7 uF	2700000	5% (J)	16V
Film Capacitor	2.7 uF	2700000	5% (J)	25V
Film Capacitor	2.7 uF	2700000	5% (J)	50V
Film Capacitor	2.7 uF	2700000	5% (J)	63V
Film Capacitor	2.7 uF	2700000	5% (J)	90V
Film Capacitor	2.7 uF	2700000	5% (J)	100V
Film Capacitor	2.7 uF	2700000	5% (J)	110V
Film Capacitor	2.7 uF	2700000	5% (J)	125V
Film Capacitor	2.7 uF	2700000	5% (J)	250V
Film Capacitor	2.7 uF	2700000	5% (J)	275V
Film Capacitor	2.7 uF	2700000	5% (J)	375V
Film Capacitor	2.7 uF	2700000	5% (J)	400V
Film Capacitor	2.7 uF	2700000	5% (J)	450V
Film Capacitor	2.7 uF	2700000	5% (J)	630V
Film Capacitor	3.3 uF	3300000	5% (J)	16V
Film Capacitor	3.3 uF	3300000	5% (J)	25V
Film Capacitor	3.3 uF	3300000	5% (J)	50V
Film Capacitor	3.3 uF	3300000	5% (J)	63V
Film Capacitor	3.3 uF	3300000	5% (J)	90V
Film Capacitor	3.3 uF	3300000	5% (J)	100V
Film Capacitor	3.3 uF	3300000	5% (J)	110V
Film Capacitor	3.3 uF	3300000	5% (J)	125V
Film Capacitor	3.3 uF	3300000	5% (J)	250V
Film Capacitor	3.3 uF	3300000	5% (J)	275V
Film Capacitor	3.3 uF	3300000	5% (J)	375V
Film Capacitor	3.3 uF	3300000	5% (J)	400V
Film Capacitor	3.3 uF	3300000	5% (J)	450V
Film Capacitor	3.3 uF	3300000	5% (J)	630V
Film Capacitor	3.9 uF	3900000	5% (J)	16V
Film Capacitor	3.9 uF	3900000	5% (J)	25V
Film Capacitor	3.9 uF	3900000	5% (J)	50V
Film Capacitor	3.9 uF	3900000	5% (J)	63V
Film Capacitor	3.9 uF	3900000	5% (J)	90V
Film Capacitor	3.9 uF	3900000	5% (J)	100V
Film Capacitor	3.9 uF	3900000	5% (J)	110V
Film Capacitor	3.9 uF	3900000	5% (J)	125V
Film Capacitor	3.9 uF	3900000	5% (J)	250V
Film Capacitor	3.9 uF	3900000	5% (J)	275V
Film Capacitor	3.9 uF	3900000	5% (J)	375V
Film Capacitor	3.9 uF	3900000	5% (J)	400V
Film Capacitor	3.9 uF	3900000	5% (J)	450V
Film Capacitor	3.9 uF	3900000	5% (J)	630V
Film Capacitor	4.7 uF	4700000	5% (J)	16V
Film Capacitor	4.7 uF	4700000	5% (J)	25V
Film Capacitor	4.7 uF	4700000	5% (J)	50V
Film Capacitor	4.7 uF	4700000	5% (J)	63V
Film Capacitor	4.7 uF	4700000	5% (J)	90V
Film Capacitor	4.7 uF	4700000	5% (J)	100V
Film Capacitor	4.7 uF	4700000	5% (J)	110V
Film Capacitor	4.7 uF	4700000	5% (J)	125V
Film Capacitor	4.7 uF	4700000	5% (J)	250V
Film Capacitor	4.7 uF	4700000	5% (J)	275V
Film Capacitor	4.7 uF	4700000	5% (J)	375V
Film Capacitor	4.7 uF	4700000	5% (J)	400V
Film Capacitor	4.7 uF	4700000	5% (J)	450V
Film Capacitor	4.7 uF	4700000	5% (J)	630V
Film Capacitor	5.6 uF	5600000	5% (J)	16V
Film Capacitor	5.6 uF	5600000	5% (J)	25V
Film Capacitor	5.6 uF	5600000	5% (J)	50V
Film Capacitor	5.6 uF	5600000	5% (J)	63V
Film Capacitor	5.6 uF	5600000	5% (J)	90V
Film Capacitor	5.6 uF	5600000	5% (J)	100V
Film Capacitor	5.6 uF	5600000	5% (J)	110V
Film Capacitor	5.6 uF	5600000	5% (J)	125V
Film Capacitor	5.6 uF	5600000	5% (J)	250V
Film Capacitor	5.6 uF	5600000	5% (J)	275V
Film Capacitor	5.6 uF	5600000	5% (J)	375V
Film Capacitor	5.6 uF	5600000	5% (J)	400V
Film Capacitor	5.6 uF	5600000	5% (J)	450V
Film Capacitor	5.6 uF	5600000	5% (J)	630V
Film Capacitor	6.8 uF	6800000	5% (J)	16V
Film Capacitor	6.8 uF	6800000	5% (J)	25V
Film Capacitor	6.8 uF	6800000	5% (J)	50V
Film Capacitor	6.8 uF	6800000	5% (J)	63V
Film Capacitor	6.8 uF	6800000	5% (J)	90V
Film Capacitor	6.8 uF	6800000	5% (J)	100V
Film Capacitor	6.8 uF	6800000	5% (J)	110V
Film Capacitor	6.8 uF	6800000	5% (J)	125V
Film Capacitor	6.8 uF	6800000	5% (J)	250V
Film Capacitor	6.8 uF	6800000	5% (J)	275V
Film Capacitor	6.8 uF	6800000	5% (J)	375V
Film Capacitor	6.8 uF	6800000	5% (J)	400V
Film Capacitor	6.8 uF	6800000	5% (J)	450V
Film Capacitor	6.8 uF	6800000	5% (J)	630V
Film Capacitor	8.2 uF	8199999	5% (J)	16V
Film Capacitor	8.2 uF	8199999	5% (J)	25V
Film Capacitor	8.2 uF	8199999	5% (J)	50V
Film Capacitor	8.2 uF	8199999	5% (J)	63V
Film Capacitor	8.2 uF	8199999	5% (J)	90V
Film Capacitor	8.2 uF	8199999	5% (J)	100V
Film Capacitor	8.2 uF	8199999	5% (J)	110V
Film Capacitor	8.2 uF	8199999	5% (J)	125V
Film Capacitor	8.2 uF	8199999	5% (J)	250V
Film Capacitor	8.2 uF	8199999	5% (J)	275V
Film Capacitor	8.2 uF	8199999	5% (J)	375V
Film Capacitor	8.2 uF	8199999	5% (J)	400V
Film Capacitor	8.2 uF	8199999	5% (J)	450V
Film Capacitor	8.2 uF	8199999	5% (J)	630V
Film Capacitor	10 uF	10000000	5% (J)	16V
Film Capacitor	10 uF	10000000	5% (J)	25V
Film Capacitor	10 uF	10000000	5% (J)	50V
Film Capacitor	10 uF	10000000	5% (J)	63V
Film Capacitor	10 uF	10000000	5% (J)	90V
Film Capacitor	10 uF	10000000	5% (J)	100V
Film Capacitor	10 uF	10000000	5% (J)	110V
Film Capacitor	10 uF	10000000	5% (J)	125V
Film Capacitor	10 uF	10000000	5% (J)	250V
Film Capacitor	10 uF	10000000	5% (J)	275V
Film Capacitor	10 uF	10000000	5% (J)	375V
Film Capacitor	10 uF	10000000	5% (J)	400V
Film Capacitor	10 uF	10000000	5% (J)	450V
Film Capacitor	10 uF	10000000	5% (J)	630V
